masterId,parentId,itemGuid,Item,Sales Category,Item tags,Deferred,Qty sold,Avg. price,Item COGS,Gross sales,Discount amount,Refund amount,Void amount,Net sales,COGS,Gross profit,Gross margin (%),Tax,Waste count,Waste amount,Voided gross sale,Voided qty sold,Item qty incl. voids,Gross amount incl. voids
1300000000070704514,1300000000070742467,87041e67-cb8d-438b-b6ad-5f3944b3f893,Coke,NA Beverage,[],false,73.0,3.59,,262.08,1.18,0.0,7.18,260.9,,,,21.1,0.0,0.0,7.18,2.0,75.00,269.26
1300000002919683716,1300000000070742467,7b7ee5e9-06c7-427f-bf5c-888df9a2be66,Diet Coke,NA Beverage,[],false,42.0,3.59,,150.78,1.87,0.0,0.0,148.91,,,,12.03,0.0,0.0,0.0,0.0,42.00,150.78
1300000000070704518,1300000000070742467,bd03a05f-4a7c-40dc-a31a-18e987635183,Dr Pepper,NA Beverage,[],false,50.0,3.59,,179.5,5.35,0.0,0.0,174.15,,,,14.07,0.0,0.0,0.0,0.0,50.00,179.50
1300000000070704516,1300000000070742467,,Lemonade,NA Beverage,,false,5.0,3.59,,17.95,0.0,0,0,17.95,,,,1.45,0.0,0,0,0.0,5.00,17.95
1300000000070704520,1300000000070742467,ef537245-2873-4910-b950-0481a16b9d9e,Sprite,NA Beverage,[],false,21.0,3.59,,75.4,0.0,0.0,0.0,75.4,,,,6.1,0.0,0.0,0.0,0.0,21.00,75.40
1300000000070704522,1300000000070742467,96ad3e27-62b3-4f59-91f9-bc135c1b113b,Unsweet Tea,NA Beverage,[],false,17.0,3.59,,61.03,2.69,0.0,0.0,58.34,,,,4.72,0.0,0.0,0.0,0.0,17.00,61.03
1300000000070704524,1300000000070742467,723d44b0-e741-439a-b940-6d0e9c130b27,Raspberry Tea,NA Beverage,[],false,10.0,3.59,,35.9,0.0,0.0,0.0,35.9,,,,2.9,0.0,0.0,0.0,0.0,10.00,35.90
1300000000070704528,1300000000070742467,cb38c4c7-9487-41ca-abf3-596a62107dc1,Soda Water,NA Beverage,[],false,1.0,2.00,,2.0,0.0,0.0,0.0,2.0,,,,0.16,0.0,0.0,0.0,0.0,1.00,2.00
1300000000070704526,1300000000070742467,,Italian Soda,NA Beverage,,false,1.0,3.99,,3.99,0.0,0,0,3.99,,,,0.33,0.0,0,0,0.0,1.00,3.99
1300000000070704532,1300000000070742467,41434d34-a8b3-4004-82ec-0419dd2c33e9,Coffee,NA Beverage,[],false,17.0,3.50,,59.5,3.36,0.0,0.0,56.14,,,,4.65,0.0,0.0,0.0,0.0,17.00,59.50
1300000000070704534,1300000000070742467,e4cfc876-b367-4536-abe9-27d7275bd67a,Hot Tea,NA Beverage,[],false,2.0,2.50,,5.0,0.0,0.0,2.5,5.0,,,,0.4,0.0,0.0,2.5,1.0,3.00,7.50
1300000003325515093,1300000000070742467,570bc371-2a47-4014-8171-21e408790d22,Shirley Tmple,NA Beverage,[],false,12.0,3.99,,47.88,0.0,0.0,0.0,47.88,,,,3.96,0.0,0.0,0.0,0.0,12.00,47.88
1300000006515423891,1300000006515749023,730f2874-2dec-4755-8200-db9a6e8137d1,AllUCanEat Spaghetti meat sauce,Food,[],false,1.0,18.00,,18.0,0.0,0.0,0.0,18.0,,,,1.47,0.0,0.0,0.0,0.0,1.00,18.00
1300000006515618944,1300000006515749023,90ac5e7a-da72-4937-aa4a-6a3a9b296fdc,AllUCanEat Fettuccine Alfredo,Food,[],false,7.0,15.93,,111.5,0.0,0.0,0.0,111.5,,,,9.16,0.0,0.0,0.0,0.0,7.00,111.50
1300000011551902862,1300000011551861030,f962a47e-d4f0-43e4-b42a-4c9e5076edf4,More bread,,[],false,9.0,0.00,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,9.00,0.00
1300000011551902864,1300000011551861030,626efc29-e6a5-4f40-96b0-dcbeb9f0a76c,More cannoli,,[],false,8.0,0.00,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,8.00,0.00
1300000011551902866,1300000011551861030,8f969c84-0d84-4532-a015-bc4a603f43c8,More sandwich meat,,[],false,6.0,0.00,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,6.00,0.00
1300000011551958831,1300000011551861032,5e7bb447-e348-4947-b262-8e1d7980cf45,Italian Beef Sandwich,,[],false,75.0,12.00,,900.0,0.0,0.0,72.0,900.0,,,,74.25,0.0,0.0,72.0,6.0,81.00,972.00
1300000011551958833,1300000011551861032,384f5eaa-4172-421b-a383-d863c5fed8a2,Italian Ice Pop,,[],false,49.0,1.00,,49.0,0.0,0.0,2.0,49.0,,,,3.92,0.0,0.0,2.0,2.0,51.00,51.00
