Type,masterId,parentId,itemGuid,Menu,Menu group,Subgroup,"Item, open item",Size modifier,"Modifiers, special requests",Sales Category,Item tags,Deferred,Qty sold,Avg. price,Item COGS,Gross sales,Discount amount,Refund amount,Void amount,Net sales,COGS,Gross profit,Gross margin (%),Tax,Waste count,Waste amount,Voided gross sale,Voided qty sold,Item qty incl. voids,Gross amount incl. voids
menuItem,1300000000070704384,1300000000070704378,564743ab-9acc-477e-8074-e1127fff147c,Beer & Wine,White Bottle,,BTL Dogajolo White,,,Wine,[],false,1.0,38.00,,38.0,0.0,0.0,0.0,38.0,,,,3.12,0.0,0.0,0.0,0.0,1.00,38.00
"",1300000000070704370,,cf04fc97-d96d-406e-863e-bf0e0f3ffe46,Beer & Wine,White Glass,,,,,,,,68.0,10.63,,723.0,23.33,0.0,10.0,699.67,,,,57.47,0.0,0.0,10.0,1.0,69.00,733.00
menuItem,1300000000070704372,1300000000070704370,ddda6f63-808b-4993-b647-a36d00905dde,Beer & Wine,White Glass,,GLS Al Verdi Pinot Grigio,,,Wine,[],false,39.0,10.00,,390.0,11.33,0.0,10.0,378.67,,,,30.95,0.0,0.0,10.0,1.0,40.00,400.00
menuItem,1300000000070704374,1300000000070704370,c0b97d5b-87f6-4f40-bfea-92f6c95124b7,Beer & Wine,White Glass,,GLS Chardonnay,,,Wine,[],false,15.0,11.00,,165.0,0.0,0.0,0.0,165.0,,,,13.65,0.0,0.0,0.0,0.0,15.00,165.00
menuItem,1300000000070704376,1300000000070704370,11588e78-a1fb-4064-b944-31f14b525c5d,Beer & Wine,White Glass,,GLS Dogajolo White,,,Wine,[],false,14.0,12.00,,168.0,12.0,0.0,0.0,156.0,,,,12.87,0.0,0.0,0.0,0.0,14.00,168.00
"",,,,Drinks,,,,,,,,,533.0,9.36,,4987.01,37.10,0.0,145.68,4949.91,,,,405.15,0.0,0.0,145.68,16.0,549.00,5132.69
"",1300000000070742465,,13448d56-69c9-43ee-b45e-f3a39611ded9,Drinks,Liquor,,,,,,,,16.0,9.56,,153.0,0.0,0.0,54.0,153.0,,,,12.56,0.0,0.0,54.0,6.0,22.00,207.00
menuItem,1300000000070704424,1300000000070742465,a7d677b4-e681-4fbe-9f9d-df77bdc843d1,Drinks,Liquor,,Limoncello,,,Liquor,[],false,3.0,10.00,,30.0,0.0,0.0,10.0,30.0,,,,2.46,0.0,0.0,10.0,1.0,4.00,40.00
menuItem,1300000000070704426,1300000000070742465,1b6141aa-de72-4eaa-bbfd-6653acb9ab58,Drinks,Liquor,,Amaretto,,,Liquor,[],false,2.0,10.00,,20.0,0.0,0.0,10.0,20.0,,,,1.64,0.0,0.0,10.0,1.0,3.00,30.00
menuItem,1300000000070704430,1300000000070742465,d4d22fc3-3968-41d9-83eb-cc5a1401c104,Drinks,Liquor,,Mixed Drink,,,Liquor,[],false,3.0,8.00,,24.0,0.0,0.0,16.0,24.0,,,,1.98,0.0,0.0,16.0,2.0,5.00,40.00
menuItem,1300000000070704432,1300000000070742465,f9ba217a-5c90-454e-9c3a-4e4e195763da,Drinks,Liquor,,Premium Mixed,,,Liquor,[],false,6.0,10.00,,60.0,0.0,0.0,0.0,60.0,,,,4.92,0.0,0.0,0.0,0.0,6.00,60.00
menuItem,1300000000070704434,1300000000070742465,848340c8-1eb6-4fc7-923c-edffed84e711,Drinks,Liquor,,Double Mixed Drink,,,Liquor,[],false,1.0,12.00,,12.0,0.0,0.0,0.0,12.0,,,,0.99,0.0,0.0,0.0,0.0,1.00,12.00
menuItem,1300000000070704436,1300000000070742465,d2353031-b19a-4faf-907a-e041361e79f9,Drinks,Liquor,,"Bourbon ",,,Liquor,[],false,1.0,7.00,,7.0,0.0,0.0,7.0,7.0,,,,0.57,0.0,0.0,7.0,1.0,2.00,14.00
menuItem,1300000005225172005,1300000000070742465,22e4d54f-bedc-485c-b589-f400101a5bc5,Drinks,Liquor,,Coco di Vine,,,Liquor,[],false,0.0,0.00,,0.0,0.0,0.0,11.0,0.0,,,,0.0,0.0,0.0,11.0,1.0,1.00,11.00
"",1300000000070742466,,64b7b163-22d0-40ef-971d-fedf67c7ff7a,Drinks,House Cocktails,,,,,,,,237.0,14.69,,3481.0,22.65,0.0,82.0,3458.35,,,,283.67,0.0,0.0,82.0,7.0,244.00,3563.00
menuItem,1300000000070704448,1300000000070742466,b7f7877e-8807-42c7-919d-f548953fb017,Drinks,House Cocktails,,Cioccolato Martini,,,Liquor,[],false,11.0,13.00,,143.0,3.48,0.0,0.0,139.52,,,,11.49,0.0,0.0,0.0,0.0,11.00,143.00
menuItem,1300000000070704444,1300000000070742466,e68bd737-7f6c-4c01-a263-fd650bb2293f,Drinks,House Cocktails,,Dirty Martini,,,Liquor,[],false,18.0,13.00,,234.0,2.72,0.0,13.0,231.28,,,,19.04,0.0,0.0,13.0,1.0,19.00,247.00
menuItem,1300000000070704502,1300000000070742466,8ceceac0-3276-41bf-b512-9aed16b4cc96,Drinks,House Cocktails,,Kick in the Head,,,Liquor,[],false,8.0,10.00,,80.0,0.0,0.0,20.0,80.0,,,,6.56,0.0,0.0,20.0,2.0,10.00,100.00
menuItem,1300000000070704504,1300000000070742466,c56403b3-04ec-449c-a991-a177b6b4cee4,Drinks,House Cocktails,,Limoncello Martini,,,Liquor,[],false,48.0,13.00,,624.0,0.0,0.0,13.0,624.0,,,,51.36,0.0,0.0,13.0,1.0,49.00,637.00
menuItem,1300000000070704508,1300000000070742466,3c5c7430-0faa-465d-b787-45f0076b2077,Drinks,House Cocktails,,Newton Fash,,,Liquor,[],false,21.0,16.00,,336.0,0.0,0.0,0.0,336.0,,,,27.51,0.0,0.0,0.0,0.0,21.00,336.00
menuItem,1300000000070704500,1300000000070742466,9f6449a7-b8f5-468a-ad90-1cb0dd99eefd,Drinks,House Cocktails,,Staten Island,,,Liquor,[],false,17.0,12.00,,204.0,1.2,0.0,12.0,202.8,,,,16.72,0.0,0.0,12.0,1.0,18.00,216.00
menuItem,1300000000070704446,1300000000070742466,bc888c6b-2f9e-45cc-8fc8-514ba8589839,Drinks,House Cocktails,,Valium,,,Liquor,[],false,24.0,12.00,,288.0,9.68,0.0,24.0,278.32,,,,22.91,0.0,0.0,24.0,2.0,26.00,312.00
menuItem,1300000007862120744,1300000000070742466,9b22bd80-a7b4-4948-b010-af4a9e7ac465,Drinks,House Cocktails,,Quiet Professional,,,Liquor,[],false,57.0,17.54,,1000.0,5.57,0.0,0.0,994.43,,,,81.3,0.0,0.0,0.0,0.0,57.00,1000.00
menuItem,1300000008498361886,1300000000070742466,d31816cc-5f3e-45bb-8d70-ddcf1dbf7831,Drinks,House Cocktails,,Little Italy,,,Liquor,[],false,26.0,17.69,,460.0,0.0,0.0,0.0,460.0,,,,37.61,0.0,0.0,0.0,0.0,26.00,460.00
menuItem,1300000011242222419,1300000000070742466,6890980b-0cd4-4fb8-9727-cbcc68ae0941,Drinks,House Cocktails,,Roman Holiday,,,Liquor,[],false,7.0,16.00,,112.0,0.0,0.0,0.0,112.0,,,,9.17,0.0,0.0,0.0,0.0,7.00,112.00
"",1300000011526625636,,16aaa460-d492-4ccc-998c-db768d0099c3,Drinks,Featured Cocktails,,,,,,,,29.0,15.59,,452.0,0.0,0.0,0.0,452.0,,,,37.05,0.0,0.0,0.0,0.0,29.00,452.00
menuItem,1300000011526690463,1300000011526625636,7ada34f8-55b3-4972-8f18-4de265b66f38,Drinks,Featured Cocktails,,Quiet Professional,,,,[],false,4.0,17.00,,68.0,0.0,0.0,0.0,68.0,,,,5.56,0.0,0.0,0.0,0.0,4.00,68.00
menuItem,1300000011526690465,1300000011526625636,92e07bda-7441-43fc-9687-5af7cf437ab5,Drinks,Featured Cocktails,,Little Italy,,,,[],false,3.0,17.00,,51.0,0.0,0.0,0.0,51.0,,,,4.17,0.0,0.0,0.0,0.0,3.00,51.00
menuItem,1300000011526690467,1300000011526625636,,Drinks,Featured Cocktails,,Roman Holiday,,,,,false,3.0,16.00,,48.0,0.0,0,0,48.0,,,,3.93,0.0,0,0,0.0,3.00,48.00
menuItem,1300000011526690469,1300000011526625636,b9c6fcd9-5e9c-4807-8d62-8f1889ba995a,Drinks,Featured Cocktails,,Limoncello Spritz,,,,[],false,19.0,15.00,,285.0,0.0,0.0,0.0,285.0,,,,23.39,0.0,0.0,0.0,0.0,19.00,285.00
"",1300000000070742467,,f0c49204-22c7-4436-b46e-abfcc07af777,Drinks,NA Bev,,,,,,,,251.0,3.59,,901.01,14.45,0.0,9.68,886.56,,,,71.87,0.0,0.0,9.68,3.0,254.00,910.69
menuItem,1300000000070704514,1300000000070742467,87041e67-cb8d-438b-b6ad-5f3944b3f893,Drinks,NA Bev,,Coke,,,NA Beverage,[],false,73.0,3.59,,262.08,1.18,0.0,7.18,260.9,,,,21.1,0.0,0.0,7.18,2.0,75.00,269.26
menuItem,1300000002919683716,1300000000070742467,7b7ee5e9-06c7-427f-bf5c-888df9a2be66,Drinks,NA Bev,,Diet Coke,,,NA Beverage,[],false,42.0,3.59,,150.78,1.87,0.0,0.0,148.91,,,,12.03,0.0,0.0,0.0,0.0,42.00,150.78
menuItem,1300000000070704518,1300000000070742467,bd03a05f-4a7c-40dc-a31a-18e987635183,Drinks,NA Bev,,Dr Pepper,,,NA Beverage,[],false,50.0,3.59,,179.5,5.35,0.0,0.0,174.15,,,,14.07,0.0,0.0,0.0,0.0,50.00,179.50
menuItem,1300000000070704516,1300000000070742467,,Drinks,NA Bev,,Lemonade,,,NA Beverage,,false,5.0,3.59,,17.95,0.0,0,0,17.95,,,,1.45,0.0,0,0,0.0,5.00,17.95
menuItem,1300000000070704520,1300000000070742467,ef537245-2873-4910-b950-0481a16b9d9e,Drinks,NA Bev,,Sprite,,,NA Beverage,[],false,21.0,3.59,,75.4,0.0,0.0,0.0,75.4,,,,6.1,0.0,0.0,0.0,0.0,21.00,75.40
menuItem,1300000000070704522,1300000000070742467,96ad3e27-62b3-4f59-91f9-bc135c1b113b,Drinks,NA Bev,,Unsweet Tea,,,NA Beverage,[],false,17.0,3.59,,61.03,2.69,0.0,0.0,58.34,,,,4.72,0.0,0.0,0.0,0.0,17.00,61.03
menuItem,1300000000070704524,1300000000070742467,723d44b0-e741-439a-b940-6d0e9c130b27,Drinks,NA Bev,,Raspberry Tea,,,NA Beverage,[],false,10.0,3.59,,35.9,0.0,0.0,0.0,35.9,,,,2.9,0.0,0.0,0.0,0.0,10.00,35.90
menuItem,1300000000070704528,1300000000070742467,cb38c4c7-9487-41ca-abf3-596a62107dc1,Drinks,NA Bev,,Soda Water,,,NA Beverage,[],false,1.0,2.00,,2.0,0.0,0.0,0.0,2.0,,,,0.16,0.0,0.0,0.0,0.0,1.00,2.00
menuItem,1300000000070704526,1300000000070742467,,Drinks,NA Bev,,Italian Soda,,,NA Beverage,,false,1.0,3.99,,3.99,0.0,0,0,3.99,,,,0.33,0.0,0,0,0.0,1.00,3.99
menuItem,1300000000070704532,1300000000070742467,41434d34-a8b3-4004-82ec-0419dd2c33e9,Drinks,NA Bev,,Coffee,,,NA Beverage,[],false,17.0,3.50,,59.5,3.36,0.0,0.0,56.14,,,,4.65,0.0,0.0,0.0,0.0,17.00,59.50
menuItem,1300000000070704534,1300000000070742467,e4cfc876-b367-4536-abe9-27d7275bd67a,Drinks,NA Bev,,Hot Tea,,,NA Beverage,[],false,2.0,2.50,,5.0,0.0,0.0,2.5,5.0,,,,0.4,0.0,0.0,2.5,1.0,3.00,7.50
menuItem,1300000003325515093,1300000000070742467,570bc371-2a47-4014-8171-21e408790d22,Drinks,NA Bev,,Shirley Tmple,,,NA Beverage,[],false,12.0,3.99,,47.88,0.0,0.0,0.0,47.88,,,,3.96,0.0,0.0,0.0,0.0,12.00,47.88
"",,,,Daily Specials,,,,,,,,,8.0,16.19,,129.5,0.0,0.0,0.0,129.5,,,,10.63,0.0,0.0,0.0,0.0,8.00,129.50
"",1300000006515749023,,eebf4164-7627-4294-b517-89a61773152b,Daily Specials,Sunday AllUCanEatPasta,,,,,,,,8.0,16.19,,129.5,0.0,0.0,0.0,129.5,,,,10.63,0.0,0.0,0.0,0.0,8.00,129.50
menuItem,1300000006515423891,1300000006515749023,730f2874-2dec-4755-8200-db9a6e8137d1,Daily Specials,Sunday AllUCanEatPasta,,AllUCanEat Spaghetti meat sauce,,,Food,[],false,1.0,18.00,,18.0,0.0,0.0,0.0,18.0,,,,1.47,0.0,0.0,0.0,0.0,1.00,18.00
menuItem,1300000006515618944,1300000006515749023,90ac5e7a-da72-4937-aa4a-6a3a9b296fdc,Daily Specials,Sunday AllUCanEatPasta,,AllUCanEat Fettuccine Alfredo,,,Food,[],false,7.0,15.93,,111.5,0.0,0.0,0.0,111.5,,,,9.16,0.0,0.0,0.0,0.0,7.00,111.50
"",,,,Territory Days,,,,,,,,,252.0,7.10,,1789.0,0.0,0.0,114.0,1789.0,,,,147.47,0.0,0.0,114.0,13.0,265.00,1903.00
"",1300000011551861030,,d75ea6c8-8e69-4d9d-a2fc-d5e7fe902cd5,Territory Days,Supplies,,,,,,,,23.0,0.00,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,23.00,0.00
menuItem,1300000011551902862,1300000011551861030,f962a47e-d4f0-43e4-b42a-4c9e5076edf4,Territory Days,Supplies,,More bread,,,,[],false,9.0,0.00,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,9.00,0.00
menuItem,1300000011551902864,1300000011551861030,626efc29-e6a5-4f40-96b0-dcbeb9f0a76c,Territory Days,Supplies,,More cannoli,,,,[],false,8.0,0.00,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,8.00,0.00
menuItem,1300000011551902866,1300000011551861030,8f969c84-0d84-4532-a015-bc4a603f43c8,Territory Days,Supplies,,More sandwich meat,,,,[],false,6.0,0.00,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,6.00,0.00
"",1300000011551861032,,e64c79d5-f665-4bae-9323-885f482f4dd0,Territory Days,Food,,,,,,,,229.0,7.81,,1789.0,0.0,0.0,114.0,1789.0,,,,147.47,0.0,0.0,114.0,13.0,242.00,1903.00
menuItem,1300000011551958831,1300000011551861032,5e7bb447-e348-4947-b262-8e1d7980cf45,Territory Days,Food,,Italian Beef Sandwich,,,,[],false,75.0,12.00,,900.0,0.0,0.0,72.0,900.0,,,,74.25,0.0,0.0,72.0,6.0,81.00,972.00
menuItem,1300000011551958833,1300000011551861032,384f5eaa-4172-421b-a383-d863c5fed8a2,Territory Days,Food,,Italian Ice Pop,,,,[],false,49.0,1.00,,49.0,0.0,0.0,2.0,49.0,,,,3.92,0.0,0.0,2.0,2.0,51.00,51.00
menuItem,1300000011551958835,1300000011551861032,6dedf141-345f-4515-a6c4-50d7c434233b,Territory Days,Food,,Cannoli,,,,[],false,105.0,8.00,,840.0,0.0,0.0,40.0,840.0,,,,69.3,0.0,0.0,40.0,5.0,110.00,880.00
"",,,,Open items,,,,,,,,,16.0,108.62,,1737.95,0.0,0.0,0.0,1737.95,,,,54.72,0.0,0.0,0.0,0.0,16.00,1737.95
"",1300000000007356592,,,Open items,Open Drink,,,,,,,,4.0,37.25,,149.0,0.0,0.0,0.0,149.0,,,,12.21,0.0,0.0,0.0,0.0,4.00,149.00
openItem,,,079be069-6908-4985-a03c-49168c440b4e,Open items,Open Drink,,Carpineto,,,,[],false,2.0,62.00,,124.0,0.0,0.0,0.0,124.0,,,,10.16,0.0,0.0,0.0,0.0,2.00,124.00
openItem,,,079be069-6908-4985-a03c-49168c440b4e,Open items,Open Drink,,Shot,,,,[],false,1.0,8.00,,8.0,0.0,0.0,0.0,8.0,,,,0.66,0.0,0.0,0.0,0.0,1.00,8.00
openItem,,,079be069-6908-4985-a03c-49168c440b4e,Open items,Open Drink,,Spl Cocktail,,,,[],false,1.0,17.00,,17.0,0.0,0.0,0.0,17.0,,,,1.39,0.0,0.0,0.0,0.0,1.00,17.00
"",1300000000007356590,,,Open items,Open Food,,,,,,,,12.0,132.41,,1588.95,0.0,0.0,0.0,1588.95,,,,42.51,0.0,0.0,0.0,0.0,12.00,1588.95
openItem,,,68371612-1316-4c6c-82d6-6b69c5fde821,Open items,Open Food,,1\2  Bread Plate W Oil,,,,[],false,1.0,2.00,,2.0,0.0,0.0,0.0,2.0,,,,0.16,0.0,0.0,0.0,0.0,1.00,2.00
openItem,,,68371612-1316-4c6c-82d6-6b69c5fde821,Open items,Open Food,,Catering,,,,[],false,2.0,285.23,,570.45,0.0,0.0,0.0,570.45,,,,41.0,0.0,0.0,0.0,0.0,2.00,570.45
openItem,,,68371612-1316-4c6c-82d6-6b69c5fde821,Open items,Open Food,,Catering In House,,,,[],false,1.0,1000.00,,1000.0,0.0,0.0,0.0,1000.0,,,,0.0,0.0,0.0,0.0,0.0,1.00,1000.00
openItem,,,68371612-1316-4c6c-82d6-6b69c5fde821,Open items,Open Food,,Chicken Breast,,,,[],false,1.0,4.50,,4.5,0.0,0.0,0.0,4.5,,,,0.37,0.0,0.0,0.0,0.0,1.00,4.50
openItem,,,68371612-1316-4c6c-82d6-6b69c5fde821,Open items,Open Food,,Ex Carb,,,,[],false,1.0,3.00,,3.0,0.0,0.0,0.0,3.0,,,,0.25,0.0,0.0,0.0,0.0,1.00,3.00
openItem,,,68371612-1316-4c6c-82d6-6b69c5fde821,Open items,Open Food,,Gluten Free Pasta,,,,[],false,1.0,4.00,,4.0,0.0,0.0,0.0,4.0,,,,0.33,0.0,0.0,0.0,0.0,1.00,4.00
openItem,,,68371612-1316-4c6c-82d6-6b69c5fde821,Open items,Open Food,,Half Bread Plate,,,,[],false,1.0,2.50,,2.5,0.0,0.0,0.0,2.5,,,,0.2,0.0,0.0,0.0,0.0,1.00,2.50
openItem,,,,Open items,Open Food,,Half Bread Plate,,,,,false,1.0,2.50,,2.5,0.0,0,0,2.5,,,,0.2,0.0,0,0,0.0,1.00,2.50
openItem,,,68371612-1316-4c6c-82d6-6b69c5fde821,Open items,Open Food,,Red Saucd,,,,[],false,1.0,0.00,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.00,0.00
openItem,,,68371612-1316-4c6c-82d6-6b69c5fde821,Open items,Open Food,,Shellfish Allergy,,,,[],false,2.0,0.00,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,2.00,0.00
