Net sales,Gratuity,Tax amount,Fundraising Contributions,Fundraising Contribution Refunds,Cash rounding,Tips,Deferred (gift cards),Deferred (house accounts),Deferred (other),deferredTaxAmount,Paid in total,Total
55756.31,1582.28,4491.18,,,,9639.60,,,,0,0.0,71469.37
